Description	Valence_value	Arousal_value
imperialist	3.7809999999999997	5.7205932203389835
visit	6.863999999999999	4.132203389830508
restore	6.49	4.43135593220339
middle	4.942	2.3953389830508476
yawning	3.5839999999999996	2.440677966101695
clowns	5.8	6.313559322033898
unprofitable	2.3040000000000003	3.796610169491526
squirrel	5.723000000000001	4.062033898305085
wedlock	6.3580000000000005	5.301271186440678
lethargy	2.5519999999999996	3.1694915254237293
altered	3.04	7.093220338983052
millionth	5.75	4.862372881355933
erotic	6.419999999999999	7.7123728813559325
lynch	2.336	8.110169491525424
heaven	7.656	4.570960451977402
cosmic	6.707	5.279745762711864
scholastic	5.8149999999999995	4.196610169491525
exclamation	6.372999999999999	6.161864406779662
account	5.319	3.6554237288135596
spinach	5.737	2.8675423728813563
rifle	3.9839999999999995	6.90909604519774
loaf	6.395	2.589406779661017
meh	4.04	3.0338983050847457
noise	3.2199999999999998	6.921610169491526
needed	6.416	3.508474576271187
hydrant	5.613333333333332	3.7733898305084743
bio	5.548	2.8284745762711863
whopper	5.067	5.033983050847457
perception	6.1370000000000005	4.128220338983051
negotiation	5.484999999999999	5.291016949152542
conga	5.3260000000000005	4.831610169491526
discernible	4.416	4.3474576271186445
erasure	3.248	3.6610169491525424
headway	6.3919999999999995	4.246186440677967
vegan	4.67	2.81771186440678
invest	6.096666666666667	5.099604519774012
shanghai	5.408	4.423728813559323
lego	5.97	4.075847457627118
unwary	3.2880000000000003	4.1440677966101696
unforeseen	3.77	5.330508474576272
tarp	4.811	2.6449152542372882
ware	5.832	4.364406779661016
wrongful	2.408	5.926440677966102
scarce	3.3529999999999998	3.6279661016949154
industrious	6.76	5.161016949152543
painstaking	4.168	3.4491525423728815
part	5.394666666666666	3.382033898305085
complying	6.832000000000001	4.194915254237288
gallop	5.605	5.793983050847459
nameless	3.271	2.8915254237288135
enterprise	6.54	3.9661016949152543
oriental	5.998	3.628135593220339
coax	4.598	4.24
disruptive	3.12	6.554237288135593
counter	4.866	3.565508474576271
resentful	2.48	5.05635593220339
stayed	4.976000000000001	2.898305084745763
electrical	5.409000000000001	5.932203389830509
newsreel	5.734999999999999	5.154576271186441
alternate	5.575	3.5832203389830513
mercantile	4.84	4.76271186440678
broadcasting	5.008	5.341186440677966
stylist	6.54	3.8506779661016948
routine	4.4350000000000005	2.8080508474576273
select	6.01	4.050423728813559
mailbox	5.817	2.390762711864407
compo	5.0	3.5423728813559325
heheh	6.0	4.932203389830509
sanitary	5.497	3.2060169491525423
beetle	3.892	4.0385593220338984
spine	5.145	3.8284745762711863
continually	6.167999999999999	4.322033898305085
chairperson	6.84	6.177966101694916
savvy	6.5760000000000005	4.623474576271187
needy	3.3899999999999997	4.556101694915254
commit	4.885	4.296610169491526
secretly	5.2	4.033898305084746
monolayer	4.416	3.101694915254237
nothingbetter	6.08	3.915254237288136
lug	4.166	3.9072033898305083
ascension	6.445	6.03593220338983
serious	5.32	4.172033898305084
arthritis	2.0999999999999996	4.635
defeatist	2.837	4.457627118644068
conical	4.92	4.186440677966102
expensive	3.4719999999999995	5.643220338983051
pretense	4.092	5.152457627118644
go	5.7	4.603728813559322
surge	4.796	5.813389830508475
polyester	4.561	3.3741525423728813
parent	7.113	3.8877966101694916
key	5.94	3.5135593220338985
blending	5.48	4.1525423728813555
silently	4.584	2.1779661016949152
shoplifting	2.583	5.994745762711865
tepid	3.696	3.38135593220339
annoy	2.3273333333333333	6.207740112994351
unquestionably	5.0	5.9491525423728815
cutting	4.584	3.788135593220339
detonation	2.868	6.665
toothbrush	5.3580000000000005	3.3933898305084744
crease	4.6899999999999995	3.516949152542373
tape	5.3740000000000006	3.178813559322034
miracles	8.376000000000001	6.838983050847458
mallet	4.266	3.932627118644068
tick	4.109	3.8506779661016948
candidate	5.134	5.04135593220339
newsroom	5.039	4.021101694915254
piles	4.752	4.194915254237288
titular	6.632000000000001	3.8728813559322033
tact	5.555	4.047033898305084
dickhead	2.26	5.51135593220339
irritation	2.482	6.584745762711865
incompleteness	3.168	4.432203389830509
bravery	7.782	6.381864406779661
meditative	5.912	1.6271186440677965
tenuous	4.183999999999999	2.8389830508474576
busted	2.6319999999999997	6.338983050847458
toomuchtodo	4.359999999999999	6.440677966101695
figment	5.208	3.8190677966101694
pathologist	4.016	4.5140677966101705
thirsty	3.8640000000000003	5.141694915254238
fussy	3.523	4.834661016949153
fatalism	2.664	6.491525423728815
missingyou	3.08	4.601694915254238
reconvene	4.9350000000000005	4.571610169491525
unopened	5.4830000000000005	3.4057627118644067
ammonium	3.9459999999999997	4.168050847457627
stomach	4.428666666666667	3.902316384180791
retro	5.9	3.4745762711864407
ambassador	5.853999999999999	4.501610169491526
ringmaster	5.785	5.1156779661016945
demeaned	3.168	5.016949152542374
invidious	1.896	6.118644067796611
placket	4.263999999999999	2.5677966101694913
outstanding	7.678	5.776949152542373
pirate	3.2190000000000003	6.0706779661016945
fatigue	3.0120000000000005	3.536779661016949
vagrancy	3.091	5.567627118644069
skill	7.213	5.7454237288135594
bash	3.88	5.188644067796611
proverbial	5.492	3.747118644067797
xanax	4.416	4.016949152542373
circle	5.423333333333333	3.4192655367231635
playwright	6.2379999999999995	4.4305932203389835
mascara	5.195	4.486864406779661
masturbate	5.505333333333333	6.849209039548022
kidding	5.976	5.90677966101695
kelp	4.916	3.153728813559322
openness	7.1080000000000005	4.867203389830509
atheistic	3.984	4.686440677966102
laminated	4.336	3.186440677966102
indignant	3.2	5.097457627118644
curtail	3.448	4.330508474576272
statute	5.458	3.528389830508474
smelt	3.6639999999999997	4.3474576271186445
arrest	2.249	7.764745762711865
deflate	2.184	4.033898305084746
peculiarly	5.92	4.423728813559323
hematoma	2.6390000000000002	5.157457627118644
prototype	6.432	3.6633898305084744
dado	5.08	2.6440677966101696
disgust	2.368	6.0889830508474585
doornail	4.676	3.5328813559322034
fib	3.827	5.266101694915254
leaving	2.3040000000000003	5.203389830508475
illegal	2.009	6.4148305084745765
triplet	5.976	4.932203389830509
zipper	4.615	3.5048305084745763
attenuation	4.664	3.686440677966102
deed	5.525	3.1610169491525424
holler	3.444	6.175847457627119
piggy	5.019	3.4416949152542378
fantasize	7.084	5.601694915254237
biz	4.85	4.519322033898305
consultation	5.785	4.686949152542373
spigot	4.04	3.5423728813559325
renunciation	3.08	5.508474576271187
botulism	3.368	5.026525423728813
bread	6.4	3.5605932203389834
bronco	5.415	4.591101694915254
familiarize	7.08	3.703389830508475
washroom	4.95	3.262457627118644
greeted	7.247999999999999	3.296610169491526
cardboard	4.855	2.163135593220339
peril	2.303	7.136016949152543
cog	4.4830000000000005	3.7584745762711864
pig	4.548	3.869604519774011
refusing	2.144	6.28813559322034
kneel	4.204	3.6620338983050846
headquarters	5.4350000000000005	3.4733898305084745
adventures	7.496	7.084745762711865
lease	4.955	3.881949152542373
brothel	3.835	6.759322033898305
digestion	4.8740000000000006	3.9723728813559323
follow	5.578	4.341864406779662
overview	5.385	3.5052542372881357
beanbag	5.24	3.415254237288136
damnation	2.6100000000000003	6.368050847457627
oxymoron	4.416	4.686440677966102
holyspirit	6.92	4.677966101694915
oblong	5.488	4.466101694915254
murderer	1.51	7.6819209039548015
accompaniment	6.92	4.669491525423729
entourage	4.914	4.707627118644068
confetti	6.754	5.518050847457627
fearfully	1.896	5.415254237288137
weir	4.0	3.8728813559322033
lagoon	6.255000000000001	3.063898305084746
lotto	6.5649999999999995	5.995762711864407
feather	6.3580000000000005	2.8314406779661017
delusion	3.526	5.346610169491526
medicine	6.078	3.9016949152542373
staccato	4.168	4.8474576271186445
simmer	6.03	3.136610169491526
peptide	4.390000000000001	3.8389830508474576
videotape	6.0	4.093474576271186
exportation	7.08	5.974576271186441
alertness	4.0	8.025423728813559
condition	4.66	4.367372881355932
skillful	7.138	5.125254237288136
incest	1.872	6.099491525423729
crane	4.168	4.1440677966101696
mystic	6.088	4.792316384180791
situation	5.289	3.969915254237288
jackpot	7.85	6.293050847457627
cat	6.335333333333334	3.8978531073446328
diligent	6.609999999999999	4.275169491525424
sober	6.391	3.380338983050848
realize	6.748	3.88271186440678
sinister	2.315	6.651694915254237
stick	4.718999999999999	3.752457627118644
hydrogen	4.896	3.5039830508474576
paraphrase	5.0	3.788135593220339
comfortable	8.043	2.185762711864407
caramel	7.443999999999999	3.988220338983051
sedge	4.248	3.9661016949152543
transient	4.645	4.041186440677967
spell	5.13	3.990254237288136
strangle	2.376	6.948050847457627
anvil	4.545	4.6661016949152545
monotonous	3.441	2.581525423728814
algebraic	5.248	4.101694915254238
soothe	7.155333333333334	3.521412429378531
eavesdrop	4.025	5.478559322033899
boarder	5.491	4.044491525423728
snotty	2.645	4.183728813559322
tritium	4.296	4.601694915254238
operator	5.372999999999999	4.30957627118644
devastated	1.96	5.220338983050849
outlive	5.52	5.758559322033898
prolongation	5.336	5.152542372881356
platinum	6.6	4.890000000000001
brunch	5.409000000000001	3.888220338983051
excited	8.187	7.465
bereft	2.832	4.76271186440678
slip	3.9290000000000003	5.680508474576271
extrinsic	5.08	4.669491525423729
loin	4.359999999999999	3.1355932203389827
lever	4.35	3.0384745762711862
random	5.145	4.583474576271187
symposium	5.2219999999999995	3.9945762711864408
robin	6.023	3.1632203389830513
swoop	4.996	5.733728813559322
auditor	4.458	4.574576271186441
miniature	5.271000000000001	3.517372881355932
understaffed	3.162	4.161440677966102
snag	4.213	3.819406779661017
liner	4.771	3.838050847457627
actuality	6.2	5.046186440677966
miscarriage	1.908	6.464406779661017
lockup	3.0549999999999997	4.91093220338983
tensile	4.664	4.932203389830509
decoration	7.367000000000001	4.6733050847457624
repentance	5.168	4.884406779661017
projector	5.502	4.275593220338983
eggshell	4.731999999999999	3.029915254237288
apron	5.728	2.6364406779661014
obit	4.279999999999999	4.5423728813559325
volcanic	4.211	6.961016949152542
disengage	4.149	4.521610169491526
moor	4.219	4.246186440677967
personage	6.224	3.3559322033898304
inhaler	4.3469999999999995	4.153728813559322
tiller	4.584	4.084745762711864
threshold	5.389	4.049237288135593
reservation	5.752	3.8784745762711865
snicker	6.664	6.483050847457627
differently	4.84	4.262711864406779
scorching	3.8493333333333326	5.323841807909605
stitching	4.88	3.6837288135593225
alleviate	7.101000000000001	3.1741525423728816
aristocrat	4.9719999999999995	3.8550847457627118
rat	3.1326666666666667	5.42175141242938
vocal	5.737	3.7516101694915256
reparation	5.248	5.822033898305085
iridescent	5.816	5.593220338983051
aorta	4.467	4.286101694915255
whisk	5.37	4.820508474576272
quandary	3.6719999999999997	4.536525423728813
dazzling	7.166	7.213898305084745
throat	4.279999999999999	4.684745762711865
antagonize	2.6470000000000002	5.589406779661017
lackluster	3.0	3.2457627118644066
accelerate	6.01	7.147118644067797
logic	6.374	3.178220338983051
shindig	6.158	5.577966101694916
sidebar	4.851	3.7724576271186443
retraction	4.063	4.610593220338983
herewith	4.6	3.6610169491525424
bloodthirsty	1.9829999999999999	6.161864406779662
euphoric	7.38	6.760593220338984
squamous	3.752	4.389830508474576
disintegration	1.752	5.279661016949153
blacksmith	5.21	4.175084745762712
bubonic	2.705	5.440847457627119
previous	4.954000000000001	3.528050847457627
runes	4.504	3.1525423728813555
ballerina	7.103	4.966694915254237
virtually	5.752	5.02542372881356
deprivation	2.566	5.174830508474576
comptroller	4.216	4.686440677966102
pasture	6.327	2.4894915254237286
frown	3.0309999999999997	4.66093220338983
accelerated	6.045	6.1207627118644075
spontaneity	6.993	6.04771186440678
ovate	4.08	3.0338983050847457
vaccination	4.9	5.064237288135594
xerox	4.08	3.5677966101694913
bar	5.473333333333334	4.880056497175143
epitaph	3.869	3.4337288135593216
theology	4.7669999999999995	3.363389830508474
fedup	3.616	4.8474576271186445
gratifying	7.253	5.317881355932204
lees	3.88	5.415254237288137
vernacular	5.090999999999999	4.2995762711864405
oily	3.674	4.8285593220338985
chug	4.704000000000001	3.6500847457627117
spurt	4.584	5.271186440677967
lurking	4.368	7.228813559322034
mercenary	3.425	6.421694915254237
domestication	5.752	3.915254237288136
veined	4.896000000000001	4.5
haste	4.071999999999999	5.751864406779662
junk	2.745	4.318220338983052
librarian	6.1899999999999995	1.7521186440677967
bronze	5.893	3.5261016949152544
white	6.494	3.2654237288135595
illuminate	7.41	5.912372881355932
degraded	2.336	4.279661016949152
seasonal	6.158	3.6118644067796613
darkness	3.263	4.8959322033898305
economical	6.336	5.389830508474576
cloister	4.504	4.110169491525424
propane	4.014	4.129322033898306
curtsy	6.215	4.350847457627118
ease	6.759	3.1614406779661017
celebrant	7.92	6.169491525423728
influential	7.066000000000001	5.385338983050847
mescaline	4.96	5.08771186440678
vegetative	4.24	3.1341525423728815
variations	4.664	5.254237288135593
intrude	2.282	6.019491525423729
spank	2.828	6.997372881355933
rerun	4.147	4.672203389830509
id	5.046	3.232711864406779
productivity	7.606999999999999	5.783050847457627
care	7.236000000000001	3.2078813559322032
father	7.152	4.34406779661017
cards	5.544	3.296610169491526
momentum	6.202	5.553050847457627
sword	4.887	6.047033898305085
unintended	4.504	3.8728813559322033
bearskin	3.957	3.9665254237288137
brush	5.195	3.017966101694915
cosy	7.776	2.7711864406779663
sport	7.4350000000000005	5.621186440677967
halter	4.457	3.846101694915254
yon	4.832	3.703389830508475
provider	6.6339999999999995	4.263305084745763
scratchy	3.2649999999999997	5.299830508474576
cutlery	5.416	3.1525423728813555
sustained	6.192	3.491525423728814
christmasspirit	7.936	5.711864406779661
python	3.4706666666666663	5.979152542372881
labor	5.246	5.6277118644067805
mousse	5.916	3.3238135593220344
admire	7.643	5.7372881355932215
tampon	3.6340000000000003	4.084576271186441
wrinkle	3.1	4.177881355932204
tonnage	3.5839999999999996	3.8474576271186445
blown	3.6639999999999997	5.254237288135593
median	4.586	2.8353389830508475
driftwood	4.549	3.0542372881355933
fizz	5.026	5.590084745762712
packet	5.408	3.7464406779661017
vanishing	3.448	5.005593220338984
groceries	6.92	3.686440677966102
shellfish	5.3759999999999994	3.5008474576271187
bidder	5.055	4.063559322033898
sectional	4.416	4.127118644067797
avert	5.12	3.759152542372881
petrol	4.4319999999999995	4.524237288135593
heart	7.318666666666666	5.419152542372881
joint	5.62	4.216101694915254
crunchy	5.93	4.902966101694916
smear	3.34	4.159830508474576
pun	5.837	4.516610169491526
warhead	3.101	6.723474576271187
possibility	7.039	4.768220338983051
windpipe	3.599	3.695508474576271
physiology	5.164	4.6661016949152545
meditating	6.744	2.1779661016949152
rationale	6.247999999999999	4.0
unafraid	5.715	4.198474576271186
confirmatory	6.247999999999999	4.8474576271186445
optional	6.4	3.083135593220339
homeopathy	4.752	3.016949152542373
unlisted	4.0649999999999995	3.2929661016949154
concoction	5.052	4.33
backyard	5.758	3.4315254237288135
bonnet	4.569	3.9418644067796613
creditor	4.832	5.6440677966101696
boil	4.408	5.913389830508475
responsibility	5.88	5.073728813559322
road	5.919	3.921949152542373
anathema	3.2880000000000003	4.76271186440678
vesicle	3.872	4.923728813559323
makeshift	5.0760000000000005	5.289067796610169
humorist	8.664	7.305084745762713
trimester	6.186999999999999	4.138813559322035
lowlife	3.024	4.6916101694915255
acreage	6.089	4.081864406779662
case	4.798	3.5403389830508476
honesty	7.967	3.706610169491525
playful	7.882999999999999	6.165338983050847
hypothetical	4.890000000000001	4.075169491525424
normalcy	6.140000000000001	2.5199152542372882
repulsion	2.976	6.313559322033898
kinship	7.349	3.901271186440678
accessible	7.023999999999999	3.642372881355932
cantaloupe	5.918	3.1583898305084745
corpse	2.1273333333333335	5.269322033898305
capsule	5.632	3.2588983050847458
fidelity	6.91	4.677711864406779
petite	5.470000000000001	4.195084745762712
engineer	6.271000000000001	4.533728813559322
vulnerability	3.21	4.7911016949152545
unchangeable	4.0	4.3559322033898304
mash	4.664999999999999	3.768220338983051
charismatic	7.727	5.628389830508475
retardation	2.0	3.6610169491525424
arouse	6.795	5.490593220338983
football	6.779999999999999	6.35042372881356
moderate positive	8.168	4.4491525423728815
artery	4.229	4.80771186440678
sifting	5.5680000000000005	4.584745762711864
psychic	5.295	5.028728813559322
